Z,N,A,EL,mass_excess_keV_value,mass_excess_unc_keV_value,mass_excess_keV_flag,BE_per_A_keV_value,BE_per_A_unc_keV_value,BE_per_A_keV_flag,beta_decay_energy_keV_value,beta_decay_energy_unc_keV_value,S_2n_value,S_2n_unc_value,S_2n_flag,S_2p_value,S_2p_unc_value,S_2p_flag,Q_alpha_value,Q_alpha_unc_value,Q_alpha_flag,S_n_value,S_n_unc_value,S_n_flag,S_p_value,S_p_unc_value,S_p_flag,Total_BE_keV,data_quality,fully_experimental
55,63,118,Cs,-68409.377,12.753,experimental,8286.4053,0.1081,experimental,-6210.0,201.0,22509.0,101.0,estimated,5566.665,76.1133,experimental,1804.6423,23.7429,experimental,9987.594,63.6998,experimental,1513.0009,16.4423,experimental,977795.8254000001,mixed,True
56,62,118,Ba,-62200.0,200.0,estimated,8227.0,2.0,estimated,-12580.0,361.0,23963.0,283.0,estimated,3731.0,201.0,estimated,2461.0,201.0,estimated,12813.0,321.0,estimated,2995.0,210.0,estimated,970786.0,low,False
57,61,118,La,-49620.0,300.0,estimated,8114.0,3.0,estimated,,,25713.0,440.0,estimated,2155.0,316.0,estimated,2641.0,312.0,estimated,11420.0,361.0,estimated,-549.0,391.0,estimated,957452.0,low,False
42,77,119,Mo,-26580.0,300.0,estimated,8019.0,3.0,estimated,13590.0,583.0,7034.0,583.0,estimated,,,not_calculable,,,not_calculable,2281.0,583.0,estimated,,,not_calculable,954261.0,low,False
43,76,119,Tc,-40170.0,500.0,estimated,8126.0,4.0,estimated,11910.0,583.0,8173.0,640.0,estimated,,,not_calculable,-11715.0,707.0,estimated,4951.0,640.0,estimated,15088.0,707.0,estimated,966994.0,low,False
44,75,119,Ru,-52080.0,300.0,estimated,8220.0,3.0,estimated,10743.0,300.0,8733.0,527.0,estimated,30969.0,583.0,estimated,-9955.0,500.0,estimated,3151.0,361.0,estimated,16079.0,500.0,estimated,978180.0,low,False
45,74,119,Rh,-62822.802,9.315,experimental,8303.3953,0.0783,experimental,8584.4751,12.4416,10068.6798,12.8795,experimental,29261.0,400.0,estimated,-9451.0,196.0,estimated,6007.2806,25.9642,experimental,13112.0,200.0,estimated,988104.0407,high,True
46,73,119,Pd,-71407.277,8.248,experimental,8368.9594,0.0693,experimental,7238.4816,16.8566,11126.0236,10.913,experimental,26495.3484,433.2233,experimental,-7726.8974,26.4525,experimental,4090.2374,8.5558,experimental,13809.4086,25.5685,experimental,995906.1686,high,True
47,72,119,Ag,-78645.759,14.703,experimental,8423.2126,0.1236,experimental,5331.1799,35.9259,12606.4768,20.009,experimental,24326.9425,17.1824,experimental,-6841.4463,16.4222,experimental,7163.2746,14.9161,experimental,10546.372,14.9116,experimental,1002362.2994000001,high,True
48,71,119,Cd,-83976.939,37.695,experimental,8461.4381,0.3168,experimental,3721.7197,38.088,13701.1777,37.709,experimental,22130.9911,38.3827,experimental,-5976.0325,40.0516,experimental,5346.6077,42.6728,experimental,11712.1075,37.7792,experimental,1006911.1338999999,high,True
49,70,119,In,-87698.658,7.31,experimental,8486.1387,0.0614,experimental,2366.3263,7.3381,14898.2593,5.839,experimental,20094.6825,15.4065,experimental,-5140.9875,19.6708,experimental,8541.7997,8.3842,experimental,8285.9804,21.2945,experimental,1009850.5053,high,True
50,69,119,Sn,-90064.985,0.725,experimental,8499.4494,0.0061,experimental,-589.4452,6.9937,15809.8783,0.5595,experimental,18224.5297,1.239,experimental,-4405.4207,0.9735,experimental,6483.4596,0.5455,experimental,10125.779,7.7203,experimental,1011434.4785999999,high,True
51,68,119,Sb,-89475.539,6.998,experimental,8487.9218,0.0588,experimental,-2293.0,2.0,16978.6119,10.9579,experimental,15110.4464,8.5098,experimental,-2364.0987,6.9982,experimental,9550.6538,7.5939,experimental,5111.6674,6.9871,experimental,1010062.6942,high,True
52,67,119,Te,-87182.539,7.278,experimental,8462.0785,0.0612,experimental,-3404.808,22.8941,18229.6753,15.2961,experimental,11362.7391,7.2685,experimental,426.3905,7.2784,experimental,7563.0996,19.699,experimental,6475.3068,7.8529,experimental,1006987.3415,high,True
53,66,119,I,-83777.731,21.706,experimental,8426.8924,0.1824,experimental,-4983.2433,24.0598,19481.7994,33.5314,experimental,9716.1099,23.2882,experimental,800.7649,26.981,experimental,10877.9931,29.3534,experimental,3375.9446,28.395,experimental,1002800.1956000001,high,True
54,65,119,Xe,-78794.488,10.378,experimental,8378.442,0.0872,experimental,-6489.4269,17.379,20751.7774,14.6773,experimental,8276.93,16.9927,experimental,843.3634,29.8098,experimental,8786.7391,14.6773,experimental,5112.4029,22.3197,experimental,997034.5979999999,high,True
55,64,119,Cs,-72305.061,13.94,experimental,8317.3347,0.1171,experimental,-7714.9651,200.7537,21954.5967,63.9479,experimental,6444.4352,29.1121,experimental,1607.8276,32.0649,experimental,11967.0027,18.8933,experimental,1514.9652,17.379,experimental,989762.8293,high,True
56,63,119,Ba,-64590.096,200.269,experimental,8245.9287,1.6829,experimental,-9570.0,361.0,23274.8259,320.5888,experimental,4982.6914,200.5378,experimental,1641.7452,200.6349,experimental,10462.0,283.0,estimated,3469.6905,200.6747,experimental,981265.5153000001,mixed,True
57,62,119,La,-55020.0,300.0,estimated,8159.0,3.0,estimated,-11199.0,583.0,24892.0,361.0,estimated,3104.0,306.0,estimated,2255.0,317.0,estimated,13471.0,424.0,estimated,109.0,361.0,estimated,970921.0,low,False
58,61,119,Ce,-43820.0,500.0,estimated,8058.0,4.0,estimated,,,,,not_calculable,940.0,559.0,estimated,2675.0,539.0,estimated,,,not_calculable,1489.0,583.0,estimated,958902.0,low,False
43,77,120,Tc,-35000.0,500.0,estimated,8083.0,4.0,estimated,14720.0,640.0,7852.0,640.0,estimated,,,not_calculable,-12194.0,583.0,estimated,2902.0,707.0,estimated,15709.0,583.0,estimated,969960.0,low,False
44,76,120,Ru,-49720.0,400.0,estimated,8199.0,3.0,estimated,8899.0,447.0,8863.0,447.0,estimated,31928.0,640.0,estimated,-10935.0,640.0,estimated,5712.0,500.0,estimated,16840.0,640.0,estimated,983880.0,low,False
45,75,120,Rh,-58620.0,200.0,estimated,8266.0,2.0,estimated,11660.0,200.0,9876.0,202.0,estimated,29908.0,447.0,estimated,-9831.0,359.0,estimated,3868.0,200.0,estimated,13829.0,361.0,estimated,991920.0,low,False
46,74,120,Pd,-70279.604,2.296,experimental,8357.0817,0.0191,experimental,5371.9076,5.0261,11033.8826,3.2773,experimental,27858.0,200.0,estimated,-8635.6029,4.3765,experimental,6943.6452,8.4913,experimental,14745.7732,9.5937,experimental,1002849.8040000001,high,True
47,73,120,Ag,-75651.512,4.471,experimental,8395.3281,0.0373,experimental,8305.8535,5.8202,12240.3458,5.13,experimental,25342.6144,24.6447,experimental,-7340.6853,73.967,experimental,5077.0712,15.3674,experimental,11533.2058,9.3818,experimental,1007439.3720000001,high,True
48,72,120,Cd,-83957.365,3.726,experimental,8458.024,0.0311,experimental,1770.3754,40.1837,13398.3524,20.3447,experimental,23146.9497,4.4836,experimental,-6551.2549,8.0493,experimental,8051.7448,37.8791,experimental,12600.5777,15.1673,experimental,1014962.8799999999,high,True
49,71,120,In,-85727.741,40.011,experimental,8466.2575,0.3334,experimental,5370.0,40.0,14642.2002,40.7531,experimental,20751.8807,40.0895,experimental,-5609.9926,40.1432,experimental,6100.4005,40.6522,experimental,9039.7732,54.9674,experimental,1015950.8999999999,high,True
50,70,120,Sn,-91097.741,0.92,experimental,8504.488,0.0077,experimental,-2680.6076,7.1399,15587.5338,1.0157,experimental,18974.0339,20.0217,experimental,-4810.1677,0.9324,experimental,9104.0742,1.1098,experimental,10688.0535,7.2528,experimental,1020538.5599999999,high,True
51,69,120,Sb,-88417.133,7.199,experimental,8475.63,0.06,experimental,945.0271,7.353,16563.5656,7.8011,experimental,15766.8986,10.5731,experimental,-2592.2906,7.2023,experimental,7012.9118,10.036,experimental,5641.1197,7.2256,experimental,1017075.5999999999,high,True
52,68,120,Te,-89362.16,1.751,experimental,8476.9857,0.0146,experimental,-5615.0,15.0,17814.0386,18.2222,experimental,12287.2594,1.8126,experimental,-261.0973,1.7537,experimental,10250.9389,7.4836,experimental,7175.5919,7.2114,experimental,1017238.2839999999,high,True
53,67,120,I,-83747.16,15.102,experimental,8423.6745,0.1258,experimental,-1574.726,19.176,18918.7401,24.8701,experimental,10328.8987,15.3991,experimental,649.9436,15.9346,experimental,8040.7469,26.443,experimental,3853.5919,16.7632,experimental,1010840.94,high,True
54,66,120,Xe,-82172.434,11.817,experimental,8404.0322,0.0985,experimental,-8283.7857,15.4611,20236.0033,15.7278,experimental,9059.6186,21.7892,experimental,666.4424,26.9365,experimental,11449.2642,15.7278,experimental,5683.6739,24.7147,experimental,1008483.864,high,True
55,65,120,Cs,-73888.649,9.97,experimental,8328.4811,0.0831,experimental,-5000.0,300.0,21621.908,16.1874,experimental,7495.5343,22.1326,experimental,1107.0893,75.6967,experimental,9654.9054,17.138,experimental,2383.1315,14.3912,experimental,999417.7320000001,high,True
56,64,120,Ba,-68888.649,300.166,experimental,8280.2949,2.5014,experimental,-11319.0,424.0,22832.0,361.0,estimated,5387.5236,300.345,experimental,1733.3129,300.4477,experimental,12369.8705,360.8422,experimental,3872.5584,300.4891,experimental,993635.388,mixed,True
57,63,120,La,-57570.0,300.0,estimated,8179.0,2.0,estimated,-7840.0,583.0,24093.0,424.0,estimated,3739.0,300.0,estimated,2048.0,316.0,estimated,10622.0,424.0,estimated,269.0,361.0,estimated,981480.0,low,False
58,62,120,Ce,-49730.0,500.0,estimated,8108.0,4.0,estimated,,,,,not_calculable,2108.0,539.0,estimated,2225.0,539.0,estimated,13981.0,707.0,estimated,1999.0,583.0,estimated,972960.0,low,False
43,78,121,Tc,-31540.0,500.0,estimated,8054.0,4.0,estimated,13080.0,640.0,7513.0,707.0,estimated,,,not_calculable,,,not_calculable,4612.0,707.0,estimated,,,not_calculable,974534.0,low,False
44,77,121,Ru,-44620.0,400.0,estimated,8156.0,3.0,estimated,11630.0,737.0,8683.0,500.0,estimated,32618.0,500.0,estimated,-11356.0,640.0,estimated,2971.0,565.0,estimated,16909.0,640.0,estimated,986876.0,low,False
45,76,121,Rh,-56250.134,619.444,experimental,8245.2397,5.1194,experimental,9932.203,619.4527,9569.9685,619.5136,experimental,30658.0,796.0,estimated,-10535.0,737.0,estimated,5702.0,651.0,estimated,13819.0,737.0,estimated,997674.0037,mixed,True
46,75,121,Pd,-66182.337,3.353,experimental,8320.8584,0.0277,experimental,8220.4934,12.5652,10917.6964,8.9035,experimental,28680.0,300.0,estimated,-9117.3824,433.1577,experimental,3974.0512,4.064,experimental,14851.0,200.0,estimated,1006823.8663999999,high,True
47,74,121,Ag,-74402.831,12.109,experimental,8382.3306,0.1001,experimental,6671.0057,12.2642,11899.7083,19.0474,experimental,26157.9709,15.2776,experimental,-7930.9884,15.025,experimental,6822.6371,12.9085,experimental,11412.1977,12.3251,experimental,1014262.0025999999,high,True
48,73,121,Cd,-81073.837,1.942,experimental,8430.9972,0.0161,experimental,4760.7564,27.4876,13239.5341,37.7454,experimental,24244.5016,8.4734,experimental,-7074.8628,7.5105,experimental,5187.7893,4.2018,experimental,12711.2958,4.8748,experimental,1020150.6612,high,True
49,72,121,In,-85834.593,27.419,experimental,8463.8767,0.2266,experimental,3362.0331,27.4098,14278.5707,28.3535,experimental,21766.7764,31.1115,experimental,-6077.5908,30.5905,experimental,8178.1703,48.4904,experimental,9166.1987,27.6709,experimental,1024129.0807,high,True
50,71,121,Sn,-89196.626,0.978,experimental,8485.1964,0.0081,experimental,402.5306,2.5239,15274.2776,1.1586,experimental,19797.6296,37.7032,experimental,-5203.1449,1.4071,experimental,6170.2034,0.3394,experimental,10757.8564,40.0014,experimental,1026708.7644000001,high,True
51,70,121,Sb,-89599.157,2.506,experimental,8482.0574,0.0207,experimental,-1056.0462,25.7587,16266.2534,7.4308,experimental,16478.4405,7.6726,experimental,-3081.0375,5.4839,experimental,9253.3416,7.5665,experimental,5790.387,2.5046,experimental,1026328.9454,high,True
52,69,121,Te,-88543.111,25.835,experimental,8466.8641,0.2135,experimental,-2297.4615,25.9856,17503.2073,26.8397,experimental,13056.0681,25.8435,experimental,-570.284,25.8386,experimental,7252.2683,25.8117,experimental,7414.9485,26.8032,experimental,1024490.5561,high,True
53,68,121,I,-86245.649,4.723,experimental,8441.4111,0.039,experimental,-3764.6525,11.279,18610.5537,22.2141,experimental,11348.0517,8.4404,experimental,-31.0013,9.6683,experimental,10569.8068,15.6285,experimental,4172.4598,4.3875,experimental,1021410.7431,high,True
54,67,121,Xe,-82480.997,10.243,experimental,8403.8326,0.0847,experimental,-5378.6549,13.9791,19829.1445,14.5817,experimental,9876.3992,12.5654,experimental,189.5879,16.9102,experimental,8379.8803,15.6386,experimental,6022.8073,18.2478,experimental,1016863.7446,high,True
55,66,121,Cs,-77102.342,14.29,experimental,8352.9152,0.1181,experimental,-6357.4948,141.1765,20939.9166,19.963,experimental,7902.5524,25.9878,experimental,911.3106,29.2813,experimental,11285.0112,17.424,experimental,2218.8785,18.5433,experimental,1010702.7392,high,True
56,65,121,Ba,-70744.847,141.898,experimental,8293.9083,1.1727,experimental,-8555.0,332.0,22297.3869,245.4439,experimental,6528.3009,142.2769,experimental,1015.5841,142.2769,experimental,9927.5164,332.0156,experimental,4145.1694,142.2476,experimental,1003562.9042999999,high,True
57,64,121,La,-62190.0,300.0,estimated,8217.0,2.0,estimated,-9500.0,500.0,23313.0,424.0,estimated,4463.0,300.0,estimated,1878.0,306.0,estimated,12692.0,424.0,estimated,591.0,424.0,estimated,994257.0,low,False
58,63,121,Ce,-52690.0,401.0,estimated,8132.0,3.0,estimated,-11139.0,641.0,25012.0,641.0,estimated,2678.0,448.0,estimated,2343.0,472.0,estimated,11032.0,641.0,estimated,2409.0,500.0,estimated,983972.0,low,False
59,62,121,Pr,-41551.0,500.0,estimated,8033.0,4.0,estimated,,,,,not_calculable,1109.0,583.0,estimated,2295.0,539.0,estimated,,,not_calculable,-889.5999,10.0,experimental,971993.0,low,False
43,79,122,Tc,-26305.0,300.0,estimated,8011.0,2.0,estimated,15475.0,583.0,7448.0,583.0,estimated,,,not_calculable,,,not_calculable,2836.0,583.0,estimated,,,not_calculable,977342.0,low,False
44,78,122,Ru,-41780.0,500.0,estimated,8132.0,4.0,estimated,10099.0,583.0,8203.0,640.0,estimated,,,not_calculable,-11835.0,707.0,estimated,5231.0,640.0,estimated,17529.0,707.0,estimated,992104.0,low,False
45,77,122,Rh,-51880.0,300.0,estimated,8208.0,2.0,estimated,12737.0,301.0,9402.0,361.0,estimated,31458.0,583.0,estimated,-11014.0,500.0,estimated,3701.0,688.0,estimated,14548.0,500.0,estimated,1001376.0,low,False
46,76,122,Pd,-64616.169,19.561,experimental,8305.9755,0.1603,experimental,6489.9492,42.9094,10479.2008,19.6956,experimental,29474.0,400.0,estimated,-10041.0,201.0,estimated,6505.1495,19.8467,experimental,15655.0055,619.7524,experimental,1013329.011,high,True
47,75,122,Ag,-71106.118,38.191,experimental,8352.7591,0.313,experimental,9506.2662,38.2604,11597.2423,38.4521,experimental,27064.0,204.0,estimated,-8644.1944,45.2321,experimental,4774.6053,40.0651,experimental,12212.7517,38.3382,experimental,1019036.6101999999,high,True
48,74,122,Cd,-80612.384,2.299,experimental,8424.2667,0.0188,experimental,2958.9765,50.1126,12797.6551,4.3781,experimental,24910.7222,3.249,experimental,-7648.9424,3.3918,experimental,7609.8657,3.0095,experimental,13498.5245,12.3257,experimental,1027760.5374,high,True
49,73,122,In,-83571.361,50.06,experimental,8442.1079,0.4103,experimental,6368.5921,50.0,13986.2561,64.0743,experimental,22497.7911,50.2592,experimental,-6442.4745,50.123,experimental,5808.0859,56.972,experimental,9786.4953,50.0976,experimental,1029937.1638000001,high,True
50,72,122,Sn,-89939.953,2.448,experimental,8487.8968,0.0201,experimental,-1605.7483,3.2135,14984.8482,2.3489,experimental,20560.5297,4.4582,experimental,-5663.2197,20.1498,experimental,8814.6449,2.3436,experimental,11394.331,27.3094,experimental,1035523.4096,high,True
51,71,122,Sb,-88334.205,2.503,experimental,8468.3222,0.0205,experimental,1979.0772,2.1265,16059.7075,7.5654,experimental,17184.406,40.0781,experimental,-3530.9438,8.1422,experimental,6806.3659,0.1342,experimental,6426.5496,2.5206,experimental,1033135.3084000001,high,True
52,70,122,Te,-90313.282,1.357,experimental,8478.1315,0.0111,experimental,-4234.0,5.0,17093.7576,1.1073,experimental,13793.4832,1.3648,experimental,-1085.3546,1.4351,experimental,9841.4893,25.8004,experimental,8003.0962,2.1304,experimental,1034332.043,high,True
53,69,122,I,-86079.282,5.181,experimental,8437.0139,0.0425,experimental,-724.2937,12.2596,18474.7576,15.8501,experimental,12240.0908,8.8228,experimental,-507.994,5.9923,experimental,7904.9508,6.7426,experimental,4825.1423,26.2805,experimental,1029315.6958,high,True
54,68,122,Xe,-85354.988,11.111,experimental,8424.6644,0.0911,experimental,-7210.2195,35.472,19325.19,16.2206,experimental,10570.7699,11.2483,experimental,-89.1461,21.4143,experimental,10945.3096,15.1119,experimental,6398.3101,12.0731,experimental,1027809.0567999999,high,True
55,67,122,Cs,-78144.769,33.687,experimental,8359.1515,0.2761,experimental,-3535.817,43.769,20398.7562,35.1312,experimental,8975.5504,36.9171,experimental,401.3719,39.0546,experimental,9113.745,36.5925,experimental,2952.7431,35.2097,experimental,1019816.483,high,True
56,66,122,Ba,-74608.952,27.945,experimental,8323.7567,0.2291,experimental,-10066.0,299.0,21862.9392,301.4636,experimental,7014.4595,30.3408,experimental,1045.1996,29.8098,experimental,11935.4228,144.6233,experimental,4795.581,31.3865,experimental,1015498.3173999999,high,True
57,65,122,La,-64543.0,298.0,estimated,8235.0,2.0,estimated,-6669.0,499.0,23116.0,423.0,estimated,5233.0,298.0,estimated,1441.0,298.0,estimated,10424.0,423.0,estimated,1087.0,330.0,estimated,1004670.0,low,False
58,64,122,Ce,-57874.0,401.0,estimated,8174.0,3.0,estimated,-13094.0,641.0,24287.0,641.0,estimated,3563.0,501.0,estimated,1901.0,448.0,estimated,13255.0,566.0,estimated,2972.0,500.0,estimated,997228.0,low,False
59,63,122,Pr,-44780.0,500.0,estimated,8060.0,4.0,estimated,,,,,not_calculable,1788.0,583.0,estimated,2415.0,583.0,estimated,11300.0,707.0,estimated,-621.0,641.0,estimated,983320.0,low,False
44,79,123,Ru,-36550.0,500.0,estimated,8089.0,4.0,estimated,12640.0,640.0,8072.0,640.0,estimated,,,not_calculable,-12395.0,583.0,estimated,2841.0,707.0,estimated,17534.0,583.0,estimated,994947.0,low,False
45,78,123,Rh,-49190.0,400.0,estimated,8185.0,3.0,estimated,11239.0,885.0,9083.0,737.0,estimated,32228.0,640.0,estimated,-11446.0,640.0,estimated,5382.0,500.0,estimated,14699.0,640.0,estimated,1006755.0,low,False
46,77,123,Pd,-60429.748,789.441,experimental,8270.0318,6.4182,experimental,9138.8323,790.1142,10390.0472,789.4484,experimental,30387.0,885.0,estimated,-10775.0,845.0,estimated,3884.8976,789.6836,experimental,15839.0,845.0,estimated,1017213.9114000001,high,True
47,76,123,Ag,-69568.581,32.602,experimental,8337.9707,0.2651,experimental,7845.6026,32.7136,11308.386,34.7786,experimental,27896.3884,620.3009,experimental,-9170.6945,33.9069,experimental,6533.7807,50.2144,experimental,12241.3829,38.0205,experimental,1025570.3961,high,True
48,75,123,Cd,-77414.183,2.696,experimental,8395.3955,0.0219,experimental,6014.8503,19.898,12482.9829,3.3227,experimental,25809.788,4.3027,experimental,-8431.8221,8.677,experimental,4873.1171,3.543,experimental,13597.0363,38.2863,experimental,1032633.6465,high,True
49,74,123,In,-83429.034,19.832,experimental,8437.9362,0.1612,experimental,4385.6489,19.8392,13737.0768,33.7629,experimental,23604.1449,23.237,experimental,-7208.1908,24.6873,experimental,7928.9909,53.7971,experimental,10105.6205,19.9651,experimental,1037866.1526,high,True
50,73,123,Sn,-87814.683,2.479,experimental,8467.2313,0.0202,experimental,1408.2079,2.4203,14760.6926,2.3913,experimental,21318.7881,3.1494,experimental,-6262.6598,37.7732,experimental,5946.0478,1.155,experimental,11532.2929,50.0133,experimental,1041469.4498999999,high,True
51,72,123,Sb,-89222.89,1.356,experimental,8472.3196,0.011,experimental,-51.9128,0.0661,15766.3699,2.1314,experimental,17966.2397,27.4169,experimental,-3949.148,7.3794,experimental,8960.004,2.1275,experimental,6571.9087,2.4248,experimental,1042095.3108000001,high,True
52,71,123,Te,-89170.978,1.355,experimental,8465.537,0.011,experimental,-1228.3898,3.4448,16770.5032,25.8005,experimental,14552.2937,1.3974,experimental,-1530.909,1.5142,experimental,6929.0139,0.0795,experimental,8125.7441,2.1271,experimental,1041261.051,high,True
53,70,123,I,-87942.588,3.686,experimental,8449.1896,0.03,experimental,-2694.3302,9.6829,17839.5749,5.6854,experimental,12921.3733,4.0493,experimental,-891.9643,7.9072,experimental,9934.6241,6.0713,experimental,4918.2771,3.444,experimental,1039250.3208,high,True
54,69,123,Xe,-85248.258,9.534,experimental,8420.9239,0.0775,experimental,-4204.6012,15.4121,18909.8973,13.9931,experimental,11283.0893,27.5127,experimental,-490.6342,11.9939,experimental,7964.5877,14.6407,experimental,6457.947,10.7856,experimental,1035773.6396999999,high,True
55,68,123,Cs,-81043.657,12.109,experimental,8380.3796,0.0985,experimental,-5388.6934,17.1253,20083.951,18.7307,experimental,9375.9496,12.9978,experimental,309.159,24.8556,experimental,10970.206,35.7973,experimental,2977.6395,16.4345,experimental,1030786.6908,high,True
56,67,123,Ba,-75654.963,12.109,experimental,8330.2086,0.0985,experimental,-7004.0,196.0,21052.7524,142.4136,experimental,7751.9087,15.8604,experimental,714.6091,15.9484,experimental,9117.3296,30.4557,experimental,4799.1656,35.7973,experimental,1024615.6578,high,True
57,66,123,La,-68651.0,196.0,estimated,8267.0,2.0,estimated,-8365.0,357.0,22603.0,358.0,estimated,6127.0,196.0,estimated,1229.0,196.0,estimated,12179.0,357.0,estimated,1331.0,198.0,estimated,1016841.0,low,False
58,65,123,Ce,-60286.0,298.0,estimated,8193.0,2.0,estimated,-10056.0,499.0,23739.0,499.0,estimated,4119.0,330.0,estimated,1879.0,359.0,estimated,10484.0,499.0,estimated,3032.0,422.0,estimated,1007739.0,low,False
59,64,123,Pr,-50230.0,400.0,estimated,8104.0,3.0,estimated,,,24821.0,640.0,estimated,2618.0,500.0,estimated,2365.0,500.0,estimated,13521.0,640.0,estimated,-355.0,566.0,estimated,996792.0,low,False
44,80,124,Ru,-33590.0,600.0,estimated,8065.0,5.0,estimated,11120.0,721.0,7952.0,781.0,estimated,,,not_calculable,,,not_calculable,5111.0,781.0,estimated,,,not_calculable,1000060.0,low,False
45,79,124,Rh,-44710.0,400.0,estimated,8148.0,3.0,estimated,13690.0,500.0,8973.0,500.0,estimated,32982.0,500.0,estimated,-12135.0,640.0,estimated,3591.0,565.0,estimated,15449.0,640.0,estimated,1010352.0,low,False
46,78,124,Pd,-58400.0,300.0,estimated,8252.0,2.0,estimated,7830.0,391.0,9926.0,301.0,estimated,31198.0,583.0,estimated,-11105.0,500.0,estimated,6042.0,845.0,estimated,16499.0,500.0,estimated,1023248.0,low,False
47,77,124,Ag,-66229.951,251.503,experimental,8308.8958,2.0283,experimental,10469.4858,251.5169,11266.4687,254.3866,experimental,28928.0,391.0,estimated,-10035.0,322.0,estimated,4732.688,253.6077,experimental,13089.1733,828.5357,experimental,1030303.0792,high,True
48,76,124,Cd,-76699.436,2.609,experimental,8387.0179,0.021,experimental,4168.342,30.5355,12229.6883,3.4771,experimental,26661.2097,19.7346,experimental,-8844.7481,3.4749,experimental,7356.5712,3.7514,experimental,14419.8268,32.7065,experimental,1039990.2196000001,high,True
49,75,124,In,-80867.778,30.561,experimental,8414.3243,0.2465,experimental,7363.697,30.5668,13439.0538,58.6446,experimental,24339.6025,48.9134,experimental,-7641.1824,30.8859,experimental,5510.0628,36.4222,experimental,10742.5662,30.6792,experimental,1043376.2132,high,True
50,74,124,Sn,-88231.475,1.314,experimental,8467.3997,0.0106,experimental,-612.4067,0.4101,14434.1586,2.402,experimental,22197.0333,2.6477,experimental,-6699.026,3.9507,experimental,8488.1109,2.3979,experimental,12091.4128,19.8311,experimental,1049957.5628,high,True
51,73,124,Sb,-87619.069,1.358,experimental,8456.1517,0.011,experimental,2905.073,0.1317,15427.5003,2.1284,experimental,18625.6501,50.0588,experimental,-4316.2439,40.0233,experimental,6467.4963,0.0631,experimental,7093.3572,2.4211,experimental,1048562.8108000001,high,True
52,72,124,Te,-90524.142,1.352,experimental,8473.2705,0.0109,experimental,-3159.587,1.8593,16353.496,0.1238,experimental,15162.1309,2.4227,experimental,-1851.3168,1.3595,experimental,9424.4821,0.0949,experimental,8590.2223,0.1156,experimental,1050685.5420000001,high,True
53,71,124,I,-87364.555,2.299,experimental,8441.4807,0.0185,experimental,302.8501,1.8639,17427.909,5.336,experimental,13608.2922,2.8266,experimental,-1372.3374,7.5022,experimental,7493.2849,3.9157,experimental,5482.5481,1.8618,experimental,1046743.6068,high,True
54,70,124,Xe,-87667.405,1.358,experimental,8437.6138,0.011,experimental,-5926.3445,9.2512,18455.0529,11.1937,experimental,11932.0652,0.1798,experimental,-730.1604,1.1218,experimental,10490.4652,9.5573,experimental,7013.7881,3.4485,experimental,1046264.1111999999,high,True
55,69,124,Cs,-81741.06,9.151,experimental,8383.5114,0.0738,experimental,-2651.2748,15.4894,19738.9279,34.9077,experimental,10239.7207,10.5158,experimental,-418.816,17.6581,experimental,8768.7219,15.1782,experimental,3781.7738,13.2149,experimental,1039555.4136,high,True
56,68,124,Ba,-79089.786,12.497,experimental,8355.8209,0.1008,experimental,-8831.1685,58.0305,20623.4701,30.612,experimental,8312.7396,16.7224,experimental,657.7328,17.1999,experimental,11506.1405,17.4017,experimental,5335.1002,17.4017,experimental,1036121.7916000001,high,True
57,67,124,La,-70258.617,56.669,experimental,8278.2926,0.457,experimental,-5343.0,303.0,21858.0,303.0,estimated,6691.7906,65.9254,experimental,1205.1156,57.5391,experimental,9679.0,204.0,estimated,1892.625,57.9482,experimental,1026508.2824000001,mixed,True
58,66,124,Ce,-64916.0,298.0,estimated,8229.0,2.0,estimated,-11765.0,499.0,23185.0,499.0,estimated,4885.0,299.0,estimated,1548.0,423.0,estimated,12701.0,422.0,estimated,3554.0,357.0,estimated,1020396.0,low,False
59,65,124,Pr,-53151.0,401.0,estimated,8128.0,3.0,estimated,-8321.0,641.0,24514.0,641.0,estimated,3186.0,499.0,estimated,1994.0,500.0,estimated,10992.0,566.0,estimated,154.0,499.0,estimated,1007872.0,low,False
60,64,124,Nd,-44830.0,500.0,estimated,8054.0,4.0,estimated,,,,,not_calculable,1534.0,641.0,estimated,2475.0,707.0,estimated,,,not_calculable,1889.0,640.0,estimated,998696.0,low,False
44,81,125,Ru,-28370.0,300.0,estimated,8023.0,2.0,estimated,13460.0,583.0,7962.0,583.0,estimated,,,not_calculable,,,not_calculable,2851.0,671.0,estimated,,,not_calculable,1002875.0,low,False
45,80,125,Rh,-41830.0,500.0,estimated,8124.0,4.0,estimated,12130.0,640.0,8782.0,640.0,estimated,,,not_calculable,-12714.0,707.0,estimated,5191.0,640.0,estimated,15529.0,781.0,estimated,1015500.0,low,False
46,79,125,Pd,-53960.0,400.0,estimated,8215.0,3.0,estimated,10560.0,589.0,9672.0,885.0,estimated,31988.0,640.0,estimated,-11764.0,565.0,estimated,3631.0,500.0,estimated,16539.0,565.0,estimated,1026875.0,low,False
47,78,125,Ag,-64519.939,433.145,experimental,8293.3151,3.4652,experimental,8828.1511,433.1544,11093.9945,434.37,experimental,29908.0,589.0,estimated,-10694.7205,755.8603,experimental,6361.3064,500.8676,experimental,13409.0,527.0,estimated,1036664.3875,high,True
