Z,N,A,EL,T01_mass_excess,T02_BE_per_A,T03_S_2n,T04_S_2p,T05_S_n,T06_S_p,T07_Q_alpha,T08_Q_beta,T09_E_2plus,T10_BE2_up,T11_beta2,T12_tau,T13_E_4plus,T14_R_42,F01_Z,F02_N,F03_A,F04_dZ50,F05_dZ82,F06_dN50,F07_dN82,F08_Zmod2,F09_Nmod2,F10_valence,F11_eveneven
56,86,142,Ba,-77842.257,8310.9718,10716.988,19433.7377,6181.083,10653.877,-294.9286,2181.6932,,,,,834.819,2.321546054415378,56,86,142,6,26,36,4,0,0,10,1
57,85,142,La,-80023.95,8320.8263,11854.5269,17552.154,5165.4246,7580.4291,438.1621,4508.9455,,,,,,,57,85,142,7,25,35,3,1,1,10,0
58,84,142,Ce,-84532.896,8347.07,12601.3048,15842.9327,7173.1561,8892.0231,1303.9942,-746.5288,641.282,0.96,0.179,42.0,1219.373,1.901458778956994,58,84,142,8,24,34,2,0,0,10,1
59,83,142,Pr,-83786.367,8336.3032,15242.776,14052.2497,5843.1515,5644.2803,302.1253,2163.6885,,,,,,,59,83,142,9,23,33,1,1,1,10,0
60,82,142,Nd,-85950.055,8346.031,17835.4451,12453.7705,9829.8537,7224.493,-809.1047,-4808.5196,1575.781,0.504,0.1253,4.92,2100.78713,1.3331727758206873,60,82,142,10,22,32,0,0,0,10,1
53,90,143,I,-50790.0,8137.0,7006.0,25828.0,4058.0,11529.0,-3165.0,9413.0,,,,,,,53,90,143,3,29,40,8,1,0,11,0
54,89,143,Xe,-60202.882,8196.8855,8148.2096,24111.0,3044.5518,12688.884,-2422.7178,7472.6365,,,,,,,54,89,143,4,28,39,7,0,1,11,0
55,88,143,Cs,-67675.519,8243.6707,9340.8037,22326.795,5232.2804,9734.8412,-1629.4708,6261.6865,,,,,,,55,88,143,5,27,38,6,1,0,11,0
56,87,143,Ba,-73937.205,8281.9878,10347.3492,20317.8386,4166.2663,10711.62,-717.5349,4234.2623,,,,,,,56,87,143,6,26,37,5,0,1,11,0
57,86,143,La,-78171.467,8306.1271,11384.26,18272.0585,6218.8354,7618.1816,104.705,3434.9108,,,,,,,57,86,143,7,25,36,4,1,0,11,0
58,85,143,Ce,-81606.378,8324.6765,12317.9567,16451.8283,5144.8007,8871.3992,882.6235,1461.8214,,,,,,,58,85,143,8,24,35,3,0,1,11,0
59,84,143,Pr,-83068.2,8329.428,13196.3023,14716.2982,7353.1508,5824.275,1729.2653,934.1107,,,,,,,59,84,143,9,23,34,2,1,0,11,0
60,83,143,Nd,-84002.31,8330.4893,15953.4267,13149.1948,6123.573,7504.9145,530.5151,-1041.6463,,,,,,,60,83,143,10,22,33,1,0,1,11,0
54,90,144,Xe,-56872.301,8172.8845,7785.289,24901.0,4740.7372,13372.0,-2929.768,6399.0606,252.6,2.34,0.323,510.0,644.3,2.550673000791765,54,90,144,4,28,40,8,0,0,12,1
55,89,144,Cs,-63271.362,8211.8894,8899.4418,23046.3348,3667.1613,10357.4508,-2090.0552,8495.7679,,,,,,,55,89,144,5,27,39,7,1,1,12,0
56,88,144,Ba,-71767.13,8265.4549,10067.5089,21115.4234,5901.2426,11380.5822,-1205.5842,3082.53,199.326,1.35,0.2177,1252.0,530.197,2.659941021419118,56,88,144,6,26,38,6,0,0,12,1
57,87,144,La,-74849.66,8281.4283,10968.3457,18913.0456,4749.5103,8201.4256,-224.8374,5582.2823,,,,,,,57,87,144,7,25,37,5,1,1,12,0
58,86,144,Ce,-80431.942,8314.7612,12041.6825,17167.6272,6896.8818,9549.4456,411.0472,318.6462,397.441,0.97,0.178,339.0,938.656,2.361743942951158,58,86,144,8,24,36,4,0,0,12,1
59,85,144,Pr,-80750.588,8311.5411,13106.8574,15304.5802,5753.7066,6433.181,1136.5553,2997.44,,,,,,,59,85,144,9,23,35,3,1,1,12,0
60,84,144,Nd,-83748.028,8326.9237,13940.6089,13793.0747,7817.0359,7968.7996,1901.2829,-2331.9117,696.561,0.748,0.1512,27.9,1314.66913,1.887370870983177,60,84,144,10,22,34,2,0,0,12,1
55,90,145,Cs,-60054.424,8188.7342,8521.5413,23843.0,4854.38,10471.0936,-2552.674,7461.7591,,,,,,,55,90,145,5,27,40,8,1,0,13,0
56,89,145,Ba,-67516.183,8234.7991,9721.6139,21891.2429,3820.3713,11533.7921,-1743.7901,5319.1425,,,,,,,56,89,145,6,26,39,7,0,1,13,0
57,88,145,La,-72835.325,8266.0873,10806.4941,19737.749,6056.9838,8357.1668,-782.8903,4231.7331,,,,,,,57,88,145,7,25,38,6,1,0,13,0
58,87,145,Ce,-77067.059,8289.8762,11603.3164,17707.7955,4706.4346,9506.3699,240.5176,2558.9318,,,,,,,58,87,145,8,24,37,5,0,1,13,0
59,86,145,Pr,-79625.99,8302.1285,12700.4269,16032.465,6946.7202,6483.0194,878.9374,1806.014,,,,,,,59,86,145,9,23,36,4,1,0,13,0
60,85,145,Nd,-81432.004,8309.1883,13572.3302,14403.5683,5755.2943,7970.3873,1574.1374,-164.4982,,,,,,,60,85,145,10,22,35,3,0,1,13,0
56,90,146,Ba,-64866.269,8215.5293,9241.7749,22571.9093,5421.4036,12100.8157,-2061.5359,4354.9052,181.05,3.5,0.377,1270.0,513.668,2.8372393603800163,56,90,146,6,26,40,8,0,0,14,1
57,89,146,La,-69221.174,8239.9988,10514.1501,20527.754,4457.1663,8993.9619,-1131.5333,6404.6947,,,,,,,57,89,146,7,25,39,7,1,1,14,0
58,88,146,Ce,-75625.868,8278.5081,11336.5626,18436.6808,6630.128,10079.514,-208.5274,1047.6178,,,,,668.384,2.586084951287269,58,88,146,8,24,38,6,0,0,14,1
59,87,146,Pr,-76673.486,8280.325,12065.5342,16401.7687,5118.814,6895.3988,925.5479,4252.43,,,,,,,59,87,146,9,23,37,5,1,1,14,0
60,86,146,Nd,-80925.916,8304.0927,13320.5242,15071.9164,7565.2299,8588.897,1182.0635,-1471.556,453.77,1.338,0.2004,116.1,1043.215,2.2986252955317146,60,86,146,10,22,36,4,0,0,14,1
57,90,147,La,-66678.397,8221.5536,9985.7078,21201.9154,5528.5415,9101.0997,-1427.7944,5335.5046,,,,,,,57,90,147,7,25,40,8,1,0,15,0
58,89,147,Ce,-72013.902,8252.5274,11089.4793,19075.661,4459.3514,10081.6991,-501.6125,3430.1913,,,,,,,58,89,147,8,24,39,7,0,1,15,0
59,88,147,Pr,-75444.093,8270.54,11960.7388,17186.7097,6841.9248,7107.1957,302.4585,2702.7013,,,,,,,59,88,147,9,23,38,6,1,0,15,0
60,87,147,Nd,-78146.794,8283.6036,12857.4261,15657.678,5292.1962,8762.2792,1034.668,895.1896,,,,,,,60,87,147,10,22,37,5,0,1,15,0
58,90,148,Ce,-70398.424,8240.3876,10915.1919,20110.0978,6455.8405,11008.9982,-1056.2104,2137.0282,158.467,3.18,0.317,4530.0,453.524,2.861936990234591,58,90,148,8,24,40,8,0,0,16,1
59,89,148,Pr,-72535.452,8249.5409,12004.6023,17892.2209,5162.6774,7810.5218,-110.7086,4872.6133,,,,,,,59,89,148,9,23,39,7,1,1,16,0
60,88,148,Nd,-77408.066,8277.1778,12624.7856,16360.1394,7332.5894,9252.9438,598.9604,-542.1891,301.702,2.707,0.2825,2168.0,752.296,2.4934807213771224,60,88,148,10,22,38,6,0,0,16,1
59,90,149,Pr,-71039.373,8238.304,11737.9161,18938.9181,6575.2387,7929.9199,-628.9635,3336.1617,,,,,,,59,90,149,9,23,40,8,1,0,17,0
60,89,149,Nd,-74375.535,8255.4437,12371.3765,16939.5752,5038.7871,9129.0534,266.6079,1688.8697,,,,,,,60,89,149,10,22,39,7,0,1,17,0
60,90,150,Nd,-73679.951,8249.5789,12414.5215,17859.4691,7375.7344,9929.5491,-478.9986,-82.6155,130.21,4.1,0.3447,6100.0,381.108,2.926714637873703,60,90,150,10,22,40,8,0,0,18,1
